1	0	1	14	1	1	0	0	0	0	0	0	0	1	1	1
2	1	2	1	400	1	40	20	0	0	0	0	0	1	1	1
3	2	3	1	300	1	20	10	0	0	0	0	0	1	1	1
4	3	4	1	200	1	0	0	0	0	0	0	0	1	1	1
5	4	5	1	300	1	0	0	0	0	0	0	0	1	1	1
6	5	6	1	10	1	0	0	0	0	0	0	0	1	1	1
7	6	7	1	400	1	40	20	0	0	0	0	0	1	1	1
8	7	8	1	200	1	40	20	0	0	0	0	0	1	1	1
9	8	9	1	125	1	0	0	0	0	0	0	0	1	1	1
10	9	10	3	350	1	0	0	0	0	0	0	0	1	1	1
11	10	11	3	750	1	20	10	0	0	0	0	0	1	1	1
12	11	12	1	10	1	0	0	0	0	0	0	0	1	1	1
13	12	13	14	1	1	0	0	0	0	0	0	0	1	1	1
14	13	14	6	350	1	0	0	0	0	0	0	0	1	1	1
15	14	15	3	250	1	0	0	0	0	0	0	0	1	1	1
16	15	16	1	10	1	0	0	0	0	0	0	0	1	1	1
17	16	17	3	250	1	0	0	0	0	0	0	0	1	1	1
18	17	18	3	275	1	0	0	0	0	0	0	0	1	1	1
19	18	19	3	325	1	0	0	0	0	0	0	0	1	1	1
20	19	20	9	450	1	40	20	0	0	0	0	0	1	1	1
21	20	21	9	300	1	0	0	0	0	0	0	0	1	1	1
22	21	22	9	125	1	20	10	0	0	0	0	0	1	1	1
23	22	23	9	525	1	40	20	0	0	0	0	0	1	1	1
24	23	24	9	325	1	20	10	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	2	25	10	175	1	0	0	20	10	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	2	26	11	250	1	0	0	0	0	0	0	0	1	1	1
27	26	27	11	325	1	0	0	0	0	20	10	0	1	1	1
28	27	28	11	250	1	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	4	29	10	225	1	0	0	20	10	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	4	30	9	225	1	40	20	0	0	0	0	0	1	1	1
31	30	31	15	1	0	0	0	0	0	0	0	0	1.05	1	1
32	31	32	9	425	1	0	0	0	0	0	0	0	1	1	1
33	32	33	9	250	1	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	5	34	11	150	1	0	0	0	0	40	20	0	1	1	1
35	34	35	11	100	1	0	0	0	0	0	0	0	1	1	1
36	35	36	11	375	1	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	5	37	2	825	1	0	0	0	0	0	0	0	1	1	1
38	37	38	1	10	1	0	0	0	0	0	0	0	1	1	1
39	38	39	4	375	1	0	0	0	0	0	0	0	1	1	1
40	39	40	1	250	1	40	20	0	0	0	0	0	1	1	1
41	40	41	1	250	1	20	10	0	0	0	0	0	1	1	1
42	41	42	1	200	1	0	0	0	0	0	0	0	1	1	1
43	42	43	1	250	1	35	25	35	25	35	25	0	1	1	1
44	43	44	4	250	1	35	25	70	50	35	20	0	1	1	1
45	44	45	4	250	1	0	0	0	0	40	20	0	1	1	1
46	45	46	4	250	1	20	10	0	0	0	0	0	1	1	1
47	46	47	4	500	1	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	9	48	1	275	1	20	10	0	0	0	0	0	1	1	1
49	48	49	1	275	1	0	0	20	10	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	10	50	10	250	1	0	0	20	10	0	0	0	1	1	1
51	50	51	10	250	0	0	0	20	10	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	11	52	12	250	1	0	0	0	0	40	20	0	1	1	1
53	52	53	12	175	0	40	20	0	0	0	0	0	1	1	1
54	53	54	12	350	0	0	0	75	35	0	0	0	1	1	1
55	54	55	12	425	0	35	25	35	25	70	50	0	1	1	1
56	55	56	12	325	0	0	0	0	0	75	35	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57	11	57	5	550	0	0	0	0	0	0	0	0	1	1	1
58	57	58	13	150000	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59	14	59	3	275	0	0	0	0	0	0	0	0	1	1	1
60	59	60	3	200	0	105	80	70	50	70	50	0	1	1	1
61	60	61	3	700	0	0	0	20	10	0	0	0	1	1	1
62	61	62	6	450	0	0	0	40	20	0	0	0	1	1	1
63	62	63	6	275	0	0	0	0	0	0	0	0	1	1	1
64	63	64	6	225	0	0	0	0	0	0	0	0	1	1	1
65	64	65	6	225	0	0	0	0	0	0	0	0	1	1	1
66	65	66	6	300	0	0	0	20	10	0	0	0	1	1	1
67	66	67	10	200	0	0	0	20	10	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	14	68	9	200	0	20	10	0	0	0	0	0	1	1	1
69	68	69	9	275	0	40	20	0	0	0	0	0	1	1	1
70	69	70	9	325	0	20	10	0	0	0	0	0	1	1	1
71	70	71	9	275	0	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	15	72	3	275	0	40	20	0	0	0	0	0	1	1	1
73	72	73	3	550	0	0	0	40	20	0	0	0	1	1	1
74	73	74	3	300	0	0	0	0	0	40	20	0	1	1	1
75	74	75	3	800	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	17	76	11	225	0	0	0	0	0	20	10	0	1	1	1
77	76	77	11	325	0	0	0	0	0	40	20	0	1	1	1
78	77	78	11	700	0	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	18	79	10	225	0	0	0	40	20	0	0	0	1	1	1
80	79	80	10	575	0	0	0	40	20	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	19	81	3	1000	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	21	82	9	575	0	20	10	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	26	83	11	200	0	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	32	84	9	250	0	20	10	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	35	85	11	350	0	0	0	0	0	20	10	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	37	86	9	250	0	40	20	0	0	0	0	0	1	1	1
87	86	87	9	325	0	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	37	88	2	300	0	0	0	0	0	0	0	0	1	1	1
89	88	89	2	250	0	0	0	0	0	0	0	0	1	1	1
90	89	90	2	275	0	0	0	0	0	0	0	0	1	1	1
91	90	91	2	200	0	40	20	0	0	0	0	0	1	1	1
92	91	92	2	300	0	40	20	0	0	0	0	0	1	1	1
93	92	93	2	350	0	0	0	0	0	40	20	0	1	1	1
94	93	94	2	200	0	0	0	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
95	39	95	8	650	0	0	0	0	0	0	0	0	1	1	1
96	95	96	10	250	0	0	0	20	10	0	0	0	1	1	1
97	96	97	10	325	0	0	0	20	10	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98	40	98	11	325	0	0	0	0	0	20	10	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	41	99	10	500	0	0	0	40	20	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	42	100	9	200	0	20	10	0	0	0	0	0	1	1	1
101	100	101	9	300	0	20	10	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102	43	102	4	150	0	70	50	70	50	70	50	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	59	103	11	275	0	0	0	0	0	40	20	0	1	1	1
104	103	104	11	350	0	0	0	0	0	40	20	0	1	1	1
105	104	105	11	400	0	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	60	106	6	400	0	0	0	40	20	0	0	0	1	1	1
107	106	107	6	100	0	0	0	0	0	0	0	0	1	1	1
108	107	108	6	475	0	0	0	40	20	0	0	0	1	1	1
109	108	109	6	475	0	0	0	0	0	0	0	0	1	1	1
110	109	110	6	250	0	40	20	0	0	0	0	0	1	1	1
111	110	111	6	250	0	0	0	0	0	20	10	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	62	112	9	175	0	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113	63	113	10	225	0	0	0	40	20	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	64	114	11	300	0	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	65	115	9	275	0	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	88	116	10	525	0	0	0	40	20	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	89	117	11	550	0	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	90	118	20	1	0	0	0	0	0	0	0	0	1.05	1	1.05
119	118	119	7	350	0	0	0	0	0	0	0	0	1	1	1
120	119	120	11	225	0	0	0	0	0	20	10	0	1	1	1
121	120	121	11	300	0	0	0	0	0	20	10	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122	95	122	9	300	0	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	107	123	6	225	0	40	20	0	0	0	0	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	109	124	11	675	0	0	0	0	0	20	10	0	1	1	1
125	124	125	11	475	0	0	0	0	0	40	20	0	1	1	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	119	126	7	275	0	0	0	0	0	0	0	0	1	1	1
127	126	127	9	500	0	40	20	0	0	0	0	0	1	1	1
